N,mse,n_iter_ep,n_iter_se,overlap,p_pos,prior_type,rho,v_ep,v_se,var_noise
1000,0.47567367287259144,3,3,0.020668797650268647,,gauss_bernouilli,0.5,0.47643050976690865,0.4771697591939372,10.481131341546853
1000,0.24589999703837423,3,3,0.002803022586918336,,gauss_bernouilli,0.25,0.2447951931460032,0.2451309570298155,12.648552168552959
1000,0.47587058156114276,1,3,0.017980598241160835,,gauss_bernouilli,0.5,0.4809864997457349,0.4809485776841703,12.648552168552959
1000,0.20869305877369854,1,3,0.004130941108031548,,gauss_bernouilli,0.25,0.24597142734437982,0.24595779237650855,15.264179671752318
1000,0.4884036256901585,1,3,0.017396619125969678,,gauss_bernouilli,0.5,0.48414126169546445,0.48411892483836,15.264179671752318
1000,0.28697892058049934,3,3,0.0039380761868153735,,gauss_bernouilli,0.25,0.24533627741827516,0.24664463605636647,18.420699693267146
1000,0.5436555139703155,3,3,0.014713150838795052,,gauss_bernouilli,0.5,0.48615462287203937,0.4867738798511351,18.420699693267146
1000,0.22346748963138902,3,3,0.0034227053026705317,,gauss_bernouilli,0.25,0.24659335870232424,0.24721521260472942,22.229964825261934
1000,0.47429020245277687,1,3,0.010103147109769835,,gauss_bernouilli,0.5,0.48900130282110466,0.48899368351161404,22.229964825261934
1000,0.2757112003668848,1,3,0.001781487728931005,,gauss_bernouilli,0.25,0.2476917643367119,0.24768915885933568,26.826957952797247
1000,0.42591279303512997,3,3,0.007226655678111176,,gauss_bernouilli,0.5,0.4905600646686343,0.49084710383798613,26.826957952797247
1000,0.24074141651970013,3,3,0.003224060404596005,,gauss_bernouilli,0.25,0.24785421934733212,0.2480827716032122,32.374575428176435
1000,0.44694176796007107,1,3,0.008684844555557295,,gauss_bernouilli,0.5,0.49239533905019717,0.4923927826547343,32.374575428176435
1000,0.23594924591303332,1,2,0.002237214078598573,,gauss_bernouilli,0.25,0.24841045384719643,0.24840959765343784,39.06939937054613
1000,0.5288354763118005,3,3,0.008038862868537042,,gauss_bernouilli,0.5,0.49287953104894044,0.493680512354024,39.06939937054613
1000,0.22960246380912047,1,2,0.0017247221769226306,,gauss_bernouilli,0.25,0.2486813974233145,0.2486809075398751,47.1486636345739
1000,0.5323357905422771,3,2,0.007157497917348643,,gauss_bernouilli,0.5,0.4940553303259828,0.4947524150469971,47.1486636345739
1000,0.2837318679923662,1,2,0.002103980529195573,,gauss_bernouilli,0.25,0.24890636106458763,0.24890608104192657,56.89866029018293
1000,0.5159496397409562,3,2,0.006965790916660664,,gauss_bernouilli,0.5,0.4951969044546455,0.4956440106579813,56.89866029018293
1000,0.27266458741738725,1,2,0.0005238454655969731,,gauss_bernouilli,0.25,0.24909308416529946,0.24909292422891222,68.66488450042998
1000,0.5465289513033021,1,2,0.0054796038890560445,,gauss_bernouilli,0.5,0.4963854490352189,0.4963851698384905,68.66488450042998
1000,0.18413249074737623,3,2,0.00012835681546499966,,gauss_bernouilli,0.25,0.24919977141891442,0.2492479320110492,82.86427728546842
1000,0.5860326908594978,3,2,0.0036642874391768004,,gauss_bernouilli,0.5,0.49667586558810306,0.49700095371027064,82.86427728546842
1000,0.30031265963157694,1,2,0.0008245661145706748,,gauss_bernouilli,0.25,0.24937655860349128,0.24937650652621823,100.0
1000,0.5116714173371124,3,2,0.003560752855395068,,gauss_bernouilli,0.5,0.4973094054485926,0.4975123463801261,100.0
